TransactionID,isFraud
472433,1
472434,1
472435,1
472436,0
472437,1
472438,0
472439,0
472440,1
472441,0
472442,0
472443,0
472444,0
472445,1
472446,1
472447,1
472448,1
472449,0
472450,0
472451,1
472452,1
472453,1
472454,0
472455,1
472456,0
472457,0
472458,0
472459,0
472460,1
472461,0
472462,0
472463,0
472464,0
472465,0
472466,1
472467,1
472468,1
472469,0
472470,0
472471,1
472472,0
472473,0
472474,1
472475,1
472476,1
472477,1
472478,0
472479,1
472480,0
472481,1
472482,1
472483,0
472484,0
472485,0
472486,1
472487,0
472488,1
472489,0
472490,1
472491,0
472492,0
472493,0
472494,1
472495,1
472496,0
472497,1
472498,1
472499,1
472500,0
472501,1
472502,1
472503,0
472504,1
472505,0
472506,1
472507,0
472508,0
472509,0
472510,0
472511,1
472512,0
472513,1
472514,1
472515,0
472516,0
472517,1
472518,0
472519,0
472520,0
472521,1
472522,1
472523,1
472524,1
472525,0
472526,1
472527,0
472528,1
472529,0
472530,0
472531,1
472532,0
472533,0
472534,0
472535,0
472536,1
472537,0
472538,1
472539,1
472540,0
472541,0
472542,1
472543,0
472544,1
472545,1
472546,1
472547,0
472548,0
472549,1
472550,0
472551,1
472552,0
472553,0
472554,1
472555,0
472556,1
472557,1
472558,0
472559,0
472560,1
472561,1
472562,1
472563,0
472564,1
472565,1
472566,1
472567,1
472568,1
472569,1
472570,0
472571,1
472572,1
472573,0
472574,1
472575,0
472576,0
472577,1
472578,1
472579,1
472580,0
472581,0
472582,0
472583,0
472584,0
472585,0
472586,0
472587,1
472588,0
472589,0
472590,1
472591,1
472592,1
472593,0
472594,1
472595,0
472596,0
472597,0
472598,0
472599,1
472600,0
472601,1
472602,0
472603,0
472604,1
472605,1
472606,1
472607,0
472608,1
472609,0
472610,0
472611,0
472612,1
472613,0
472614,0
472615,1
472616,0
472617,1
472618,0
472619,0
472620,0
472621,1
472622,0
472623,1
472624,0
472625,0
472626,1
472627,1
472628,0
472629,1
472630,0
472631,1
472632,0
472633,0
472634,0
472635,1
472636,0
472637,0
472638,1
472639,1
472640,0
472641,1
472642,1
472643,0
472644,0
472645,1
472646,0
472647,1
472648,1
472649,1
472650,0
472651,1
472652,1
472653,0
472654,0
472655,1
472656,0
472657,1
472658,0
472659,1
472660,0
472661,0
472662,1
472663,0
472664,0
472665,0
472666,1
472667,0
472668,0
472669,0
472670,0
472671,1
472672,1
472673,0
472674,1
472675,0
472676,1
472677,1
472678,0
472679,0
472680,0
472681,1
472682,1
472683,1
472684,1
472685,0
472686,1
472687,0
472688,0
472689,1
472690,0
472691,0
472692,0
472693,1
472694,0
472695,1
472696,0
472697,0
472698,1
472699,1
472700,0
472701,1
472702,0
472703,0
472704,1
472705,1
472706,0
472707,0
472708,0
472709,0
472710,0
472711,1
472712,1
472713,0
472714,1
472715,0
472716,0
472717,1
472718,0
472719,0
472720,0
472721,0
472722,1
472723,1
472724,1
472725,1
472726,0
472727,1
472728,1
472729,1
472730,0
472731,0
472732,1
472733,0
472734,1
472735,1
472736,1
472737,0
472738,0
472739,1
472740,0
472741,0
472742,1
472743,0
472744,0
472745,0
472746,0
472747,0
472748,0
472749,0
472750,1
472751,1
472752,0
472753,0
472754,0
472755,0
472756,0
472757,1
472758,0
472759,0
472760,0
472761,1
472762,0
472763,0
472764,0
472765,0
472766,1
472767,1
472768,0
472769,1
472770,1
472771,0
472772,0
472773,0
472774,1
472775,1
472776,0
472777,0
472778,1
472779,0
472780,1
472781,1
472782,0
472783,0
472784,0
472785,1
472786,0
472787,0
472788,0
472789,1
472790,0
472791,1
472792,0
472793,0
472794,0
472795,0
472796,1
472797,1
472798,0
472799,0
472800,1
472801,1
472802,0
472803,0
472804,1
472805,0
472806,1
472807,0
472808,0
472809,1
472810,1
472811,0
472812,0
472813,1
472814,0
472815,0
472816,0
472817,0
472818,0
472819,0
472820,0
472821,0
472822,0
472823,0
472824,1
472825,0
472826,1
472827,0
472828,0
472829,0
472830,1
472831,1
472832,1
472833,1
472834,1
472835,0
472836,0
472837,1
472838,1
472839,1
472840,1
472841,1
472842,1
472843,0
472844,0
472845,0
472846,0
472847,1
472848,1
472849,0
472850,1
472851,1
472852,1
472853,0
472854,1
472855,0
472856,0
472857,0
472858,0
472859,1
472860,1
472861,0
472862,1
472863,1
472864,1
472865,0
472866,0
472867,1
472868,0
472869,1
472870,1
472871,1
472872,1
472873,1
472874,1
472875,1
472876,1
472877,0
472878,1
472879,0
472880,0
472881,1
472882,1
472883,0
472884,0
472885,1
472886,1
472887,0
472888,1
472889,0
472890,1
472891,0
472892,0
472893,0
472894,0
472895,1
472896,1
472897,0
472898,0
472899,1
472900,0
472901,0
472902,1
472903,1
472904,1
472905,0
472906,1
472907,1
472908,1
472909,1
472910,1
472911,1
472912,1
472913,0
472914,1
472915,1
472916,0
472917,0
472918,0
472919,0
472920,0
472921,1
472922,1
472923,1
472924,0
472925,0
472926,0
472927,1
472928,0
472929,1
472930,0
472931,0
472932,0
472933,1
472934,0
472935,1
472936,0
472937,0
472938,0
472939,1
472940,1
472941,1
472942,0
472943,1
472944,1
472945,0
472946,0
472947,1
472948,0
472949,0
472950,1
472951,0
472952,1
472953,0
472954,0
472955,1
472956,0
472957,1
472958,1
472959,0
472960,0
472961,1
472962,0
472963,1
472964,1
472965,1
472966,0
472967,0
472968,1
472969,0
472970,1
472971,1
472972,1
472973,0
472974,0
472975,0
472976,1
472977,1
472978,1
472979,0
472980,0
472981,1
472982,1
472983,0
472984,0
472985,1
472986,1
472987,1
472988,1
472989,0
472990,0
472991,1
472992,1
472993,1
472994,1
472995,0
472996,0
472997,0
472998,1
472999,0
473000,0
473001,0
473002,1
473003,0
473004,0
473005,0
473006,0
473007,1
473008,0
473009,1
473010,1
473011,0
473012,0
473013,0
473014,0
473015,1
473016,0
473017,1
473018,0
473019,0
473020,0
473021,1
473022,0
473023,0
473024,0
473025,1
473026,0
473027,1
473028,1
473029,1
473030,0
473031,0
473032,0
473033,1
473034,1
473035,0
473036,0
473037,0
473038,1
473039,0
473040,0
473041,1
473042,0
473043,1
473044,0
473045,1
473046,0
473047,0
473048,1
473049,0
473050,1
473051,0
473052,0
473053,1
473054,0
473055,0
473056,0
473057,1
473058,1
473059,1
473060,0
473061,1
473062,1
473063,0
473064,0
473065,1
473066,0
473067,0
473068,0
473069,1
473070,0
473071,0
473072,1
473073,0
473074,0
473075,1
473076,1
473077,0
473078,0
473079,0
473080,1
473081,1
473082,0
473083,1
473084,1
473085,1
473086,0
473087,1
473088,0
473089,0
473090,1
473091,0
473092,0
473093,1
473094,1
473095,1
473096,0
473097,0
473098,1
473099,1
473100,1
473101,0
473102,0
473103,1
473104,0
473105,0
473106,0
473107,1
473108,0
473109,1
473110,1
473111,0
473112,1
473113,0
473114,1
473115,1
473116,1
473117,1
473118,1
473119,0
473120,1
473121,0
473122,1
473123,0
473124,0
473125,0
473126,0
473127,1
473128,0
473129,0
473130,0
473131,0
473132,0
473133,1
473134,1
473135,1
473136,0
473137,1
473138,1
473139,0
473140,0
473141,1
473142,0
473143,1
473144,0
473145,1
473146,0
473147,0
473148,0
473149,1
473150,0
473151,1
473152,0
473153,0
473154,1
473155,1
473156,1
473157,1
473158,0
473159,1
473160,0
473161,1
473162,1
473163,0
473164,1
473165,0
473166,0
473167,0
473168,1
473169,1
473170,0
473171,0
473172,1
473173,0
473174,0
473175,0
473176,0
473177,1
473178,1
473179,0
473180,0
473181,0
473182,1
473183,0
473184,1
473185,0
473186,1
473187,0
473188,0
473189,0
473190,0
473191,1
473192,1
473193,1
473194,0
473195,0
473196,0
473197,0
473198,0
473199,0
473200,0
473201,1
473202,0
473203,1
473204,0
473205,0
473206,0
473207,1
473208,1
473209,1
473210,1
473211,1
473212,1
473213,0
473214,1
473215,0
473216,0
473217,0
473218,0
473219,0
473220,1
473221,0
473222,1
473223,1
473224,0
473225,0
473226,1
473227,0
473228,0
473229,0
473230,0
473231,1
473232,0
473233,1
473234,1
473235,0
473236,1
473237,1
473238,0
473239,1
473240,0
473241,0
473242,1
473243,1
473244,0
473245,1
473246,1
473247,1
473248,0
473249,1
473250,1
473251,0
473252,1
473253,1
473254,1
473255,0
473256,1
473257,0
473258,1
473259,0
473260,0
473261,1
473262,0
473263,0
473264,1
473265,1
473266,1
473267,1
473268,0
473269,0
473270,0
473271,0
473272,1
473273,1
473274,1
473275,1
473276,0
473277,0
473278,1
473279,1
473280,1
473281,0
473282,1
473283,1
473284,0
473285,0
473286,0
473287,0
473288,0
473289,0
473290,0
473291,0
473292,0
473293,0
473294,1
473295,1
473296,1
473297,1
473298,0
473299,0
473300,1
473301,0
473302,0
473303,1
473304,1
473305,0
473306,0
473307,0
473308,1
473309,0
473310,0
473311,0
473312,1
473313,0
473314,1
473315,0
473316,0
473317,1
473318,0
473319,1
473320,1
473321,1
473322,1
473323,0
473324,0
473325,0
473326,0
473327,0
473328,0
473329,0
473330,0
473331,0
473332,0
473333,0
473334,1
473335,0
473336,1
473337,0
473338,0
473339,1
473340,1
473341,0
473342,0
473343,0
473344,0
473345,1
473346,0
473347,0
473348,1
473349,0
473350,0
473351,0
473352,1
473353,0
473354,0
473355,1
473356,0
473357,0
473358,1
473359,1
473360,0
473361,1
473362,0
473363,0
473364,0
473365,0
473366,1
473367,1
473368,0
473369,0
473370,1
473371,1
473372,1
473373,0
473374,0
473375,0
473376,0
473377,0
473378,0
473379,1
473380,0
473381,0
473382,0
473383,1
473384,0
473385,0
473386,1
473387,0
473388,1
473389,0
473390,0
473391,0
473392,0
473393,1
473394,0
473395,0
473396,0
473397,0
473398,0
473399,0
473400,0
473401,1
473402,1
473403,1
473404,0
473405,0
473406,1
473407,0
473408,1
473409,1
473410,0
473411,0
473412,1
473413,1
473414,0
473415,1
473416,0
473417,1
473418,1
473419,1
473420,1
473421,0
473422,1
473423,1
473424,0
473425,0
473426,0
473427,1
473428,1
473429,0
473430,0
473431,1
473432,1
473433,1
473434,0
473435,0
473436,0
473437,0
473438,1
473439,0
473440,0
473441,0
473442,1
473443,0
473444,0
