TransactionID,isFraud
472433,0
472434,0
472435,1
472436,0
472437,1
472438,0
472439,0
472440,0
472441,0
472442,0
472443,0
472444,0
472445,0
472446,0
472447,0
472448,0
472449,0
472450,0
472451,0
472452,1
472453,1
472454,0
472455,0
472456,0
472457,0
472458,0
472459,0
472460,0
472461,1
472462,0
472463,0
472464,0
472465,0
472466,0
472467,0
472468,1
472469,0
472470,0
472471,0
472472,0
472473,0
472474,1
472475,1
472476,0
472477,0
472478,0
472479,1
472480,0
472481,0
472482,1
472483,0
472484,0
472485,0
472486,1
472487,0
472488,0
472489,0
472490,0
472491,0
472492,0
472493,0
472494,0
472495,0
472496,0
472497,0
472498,0
472499,1
472500,0
472501,0
472502,0
472503,0
472504,0
472505,0
472506,0
472507,0
472508,0
472509,0
472510,0
472511,0
472512,0
472513,0
472514,1
472515,0
472516,0
472517,0
472518,0
472519,0
472520,0
472521,0
472522,0
472523,0
472524,1
472525,0
472526,0
472527,1
472528,0
472529,0
472530,0
472531,0
472532,0
472533,0
472534,0
472535,0
472536,1
472537,0
472538,0
472539,0
472540,0
472541,0
472542,0
472543,0
472544,1
472545,0
472546,0
472547,0
472548,0
472549,1
472550,0
472551,0
472552,0
472553,0
472554,1
472555,0
472556,0
472557,0
472558,0
472559,0
472560,0
472561,0
472562,0
472563,0
472564,0
472565,0
472566,1
472567,1
472568,0
472569,0
472570,0
472571,0
472572,0
472573,0
472574,0
472575,0
472576,0
472577,0
472578,0
472579,0
472580,0
472581,0
472582,0
472583,0
472584,0
472585,0
472586,0
472587,0
472588,0
472589,0
472590,0
472591,0
472592,0
472593,0
472594,1
472595,0
472596,0
472597,0
472598,0
472599,0
472600,0
472601,0
472602,0
472603,0
472604,0
472605,1
472606,1
472607,0
472608,0
472609,0
472610,0
472611,0
472612,1
472613,0
472614,0
472615,1
472616,0
472617,0
472618,0
472619,0
472620,0
472621,0
472622,0
472623,0
472624,0
472625,0
472626,1
472627,0
472628,0
472629,0
472630,0
472631,0
472632,0
472633,0
472634,0
472635,0
472636,0
472637,0
472638,0
472639,0
472640,0
472641,1
472642,0
472643,0
472644,0
472645,1
